employment_type,age,credit_score,monthly_income,loan_amount,previous_defaults,account_age,loan_enquiries,housing_type,total_expenditure,other_fixed_expenses,gross_revenue,expected_margin,business_rent,utilities_salaries,business_age,gst_registered,business_type,loan_purpose,credit_utilization,payment_history_length,savings_ratio,employment_stability,income_volatility,disposable_income_ratio,dti_ratio,loan_to_income,foir,dscr,expense_to_revenue,rental_burden,defaulted
salaried,32,751,41846,684751,0,8.7,1,rent,18446,8104,0,0.0,0,0,0.0,0,none,business,0.044,101,0.401,0.2,0.171,0.3655,0.4408,1.3636,0.6345,7.3334,0.0,0.0307,0
salaried,21,678,38941,680976,0,0.5,5,owned,24162,3344,0,0.0,0,0,0.0,0,none,vehicle,0.732,9,0.339,1.0,0.185,0.2936,0.6205,1.4573,0.7064,6.8621,0.0,0.0,0
self_employed,32,785,47583,1717100,1,0.5,1,rent,24743,9139,165796,28.7,21075,32154,2.1,0,service,business,0.387,7,0.283,2.1,0.6,0.2879,0.52,3.0072,0.7121,3.3254,0.3211,0.1271,1
salaried,41,759,67535,1316876,0,2.6,2,owned,38080,8997,0,0.0,0,0,0.0,0,none,home,0.318,29,0.241,6.3,0.128,0.3029,0.5639,1.6249,0.6971,6.1541,0.0,0.0,0
salaried,30,824,41513,1239152,0,10.0,2,rent,27629,4008,0,0.0,0,0,0.0,0,none,gold,0.416,119,0.288,3.6,0.07,0.2379,0.6656,2.4875,0.7621,4.0201,0.0,0.0639,0
salaried,35,646,45749,755090,1,14.1,1,owned,30224,2767,0,0.0,0,0,0.0,0,none,business,0.572,170,0.208,1.0,0.095,0.2789,0.6606,1.3754,0.7211,7.2705,0.0,0.0,0
salaried,29,815,89947,996796,0,5.0,4,owned,59383,15097,0,0.0,0,0,0.0,0,none,education,0.309,66,0.084,5.1,0.166,0.172,0.6602,0.9235,0.828,10.8283,0.0,0.0,0
salaried,43,726,50378,889960,0,1.7,0,owned,28989,12290,0,0.0,0,0,0.0,0,none,vehicle,0.243,21,0.182,9.0,0.117,0.1806,0.5754,1.4721,0.8194,6.7928,0.0,0.0,0
salaried,38,755,56152,1061400,0,2.7,9,rent,34117,12022,0,0.0,0,0,0.0,0,none,gold,0.315,31,0.204,4.8,0.099,0.1783,0.6076,1.5752,0.8217,6.3484,0.0,0.1464,0
self_employed,48,729,16758,107060,0,1.8,2,owned,10839,1149,134065,12.5,24192,15148,2.4,1,trading,education,0.44,18,0.298,2.4,0.564,0.2846,0.6468,0.5324,0.7154,18.7835,0.2934,0.1804,0
self_employed,24,731,16270,164980,0,4.0,3,owned,9856,3021,56493,28.8,11193,10455,24.3,1,service,education,0.8,51,0.215,24.3,0.378,0.2085,0.6058,0.845,0.7915,11.8342,0.3832,0.1981,0
salaried,49,633,85969,610039,0,5.0,4,rent,55201,5880,0,0.0,0,0,0.0,0,none,vehicle,0.612,54,0.265,7.5,0.169,0.2895,0.6421,0.5913,0.7105,16.9109,0.0,0.067,0
salaried,37,731,56034,942547,0,1.7,1,rent,31138,9384,0,0.0,0,0,0.0,0,none,business,0.502,13,0.328,0.6,0.169,0.2768,0.5557,1.4017,0.7232,7.1339,0.0,0.0713,0
salaried,32,670,83281,1085934,2,5.6,3,rent,32776,16712,0,0.0,0,0,0.0,0,none,personal,0.405,67,0.347,1.9,0.204,0.4058,0.3936,1.0866,0.5942,9.2029,0.0,0.1383,0
salaried,31,598,32631,245827,0,11.0,1,owned,20903,2373,0,0.0,0,0,0.0,0,none,home,0.816,133,0.356,1.0,0.254,0.2867,0.6406,0.6278,0.7133,15.9288,0.0,0.0,0
self_employed,45,737,10248,337768,0,1.1,1,rent,6738,1009,107872,9.5,6698,17766,7.5,0,trading,home,0.421,19,0.236,7.5,0.369,0.244,0.6575,2.7466,0.756,3.6408,0.2268,0.0621,1
salaried,30,567,31864,476044,0,0.5,2,rent,16731,1981,0,0.0,0,0,0.0,0,none,vehicle,0.496,8,0.391,6.1,0.207,0.4128,0.5251,1.245,0.5872,8.0322,0.0,0.1003,1
salaried,25,646,73673,1082441,0,3.1,0,rent,31286,9922,0,0.0,0,0,0.0,0,none,personal,0.829,37,0.378,1.8,0.05,0.4407,0.4247,1.2244,0.5593,8.1674,0.0,0.1296,0
self_employed,35,651,12750,150387,0,4.5,1,rent,7532,2167,79687,16.0,7371,27393,0.5,1,manufacturing,home,0.392,63,0.241,0.5,0.293,0.2393,0.5907,0.9829,0.7607,10.1738,0.4363,0.0925,0
salaried,29,739,72732,881187,0,9.0,1,rent,47178,11731,0,0.0,0,0,0.0,0,none,business,0.443,97,0.239,2.3,0.213,0.1901,0.6487,1.0096,0.8099,9.9046,0.0,0.0641,0
salaried,42,697,167481,1998269,0,0.5,1,owned,72868,9314,0,0.0,0,0,0.0,0,none,education,0.499,1,0.581,5.6,0.146,0.5093,0.4351,0.9943,0.4907,10.0576,0.0,0.0,0
salaried,42,686,43491,961264,0,12.1,0,owned,29439,5233,0,0.0,0,0,0.0,0,none,gold,0.61,139,0.193,6.2,0.207,0.2028,0.6769,1.8419,0.7972,5.4292,0.0,0.0,0
self_employed,25,719,21714,246120,0,5.0,5,owned,7654,4308,81326,26.7,6830,18667,2.1,1,manufacturing,education,0.658,64,0.435,2.1,0.555,0.4491,0.3525,0.9446,0.5509,10.587,0.3135,0.084,0
salaried,28,839,42885,760601,0,3.3,1,owned,20592,7745,0,0.0,0,0,0.0,0,none,home,0.295,40,0.383,1.1,0.237,0.3392,0.4802,1.478,0.6608,6.766,0.0,0.0,0
self_employed,31,711,16435,268220,1,0.8,2,owned,7198,2694,164351,10.0,13993,53840,3.5,1,trading,business,0.505,7,0.457,3.5,0.6,0.3981,0.438,1.36,0.6019,7.3529,0.4127,0.0851,0
salaried,34,685,28340,166736,0,14.0,2,rent,18871,3374,0,0.0,0,0,0.0,0,none,vehicle,0.699,167,0.201,2.2,0.097,0.2151,0.6659,0.4903,0.7849,20.3963,0.0,0.0293,0
salaried,39,593,57400,414782,0,6.2,1,rent,31830,5323,0,0.0,0,0,0.0,0,none,business,0.854,78,0.388,0.9,0.225,0.3527,0.5545,0.6022,0.6473,16.6063,0.0,0.1192,0
salaried,33,655,24199,394280,0,7.7,0,rent,15242,4464,0,0.0,0,0,0.0,0,none,gold,0.693,100,0.053,6.8,0.291,0.1857,0.6299,1.3578,0.8143,7.365,0.0,0.1385,1
salaried,31,669,68290,947805,2,8.5,3,rent,47192,6999,0,0.0,0,0,0.0,0,none,home,0.72,91,0.187,7.6,0.157,0.2065,0.6911,1.1566,0.7935,8.6461,0.0,0.0741,1
self_employed,41,603,23079,285587,0,0.8,0,owned,12570,3427,160272,14.4,17069,54725,5.5,1,trading,home,0.365,1,0.347,5.5,0.564,0.3069,0.5447,1.0312,0.6931,9.6975,0.448,0.1065,1
salaried,33,675,20157,312705,3,13.0,0,rent,12236,4435,0,0.0,0,0,0.0,0,none,business,0.563,153,0.174,0.1,0.05,0.1729,0.607,1.2928,0.8271,7.7352,0.0,0.1272,1
salaried,44,900,59396,737034,0,0.6,0,owned,38322,3116,0,0.0,0,0,0.0,0,none,personal,0.112,4,0.274,2.5,0.118,0.3023,0.6452,1.0341,0.6977,9.6705,0.0,0.0,0
self_employed,45,728,10998,299751,0,1.6,6,owned,3309,1011,100896,10.9,8738,28616,3.1,0,trading,vehicle,0.519,20,0.533,3.1,0.459,0.6072,0.3009,2.2713,0.3928,4.4029,0.3702,0.0866,0
salaried,27,673,23847,251574,1,7.0,1,owned,13369,1194,0,0.0,0,0,0.0,0,none,gold,0.207,84,0.279,1.6,0.026,0.3893,0.5606,0.8791,0.6107,11.3749,0.0,0.0,0
salaried,41,675,50004,500530,0,3.7,2,owned,31015,4556,0,0.0,0,0,0.0,0,none,personal,0.475,39,0.329,0.6,0.087,0.2886,0.6203,0.8341,0.7114,11.9883,0.0,0.0,0
self_employed,44,627,16729,180108,0,5.3,6,rent,6577,2446,150713,11.1,19679,24095,0.5,0,trading,education,0.392,73,0.477,0.5,0.398,0.4606,0.3931,0.8972,0.5394,11.146,0.2904,0.1306,0
salaried,37,744,37016,388983,2,3.0,0,rent,21166,2251,0,0.0,0,0,0.0,0,none,personal,0.235,29,0.367,0.5,0.19,0.3674,0.5718,0.8757,0.6326,11.4193,0.0,0.1365,1
salaried,33,580,23212,562300,1,2.2,0,rent,13173,5761,0,0.0,0,0,0.0,0,none,personal,0.646,20,0.161,2.9,0.174,0.1843,0.5675,2.0187,0.8157,4.9537,0.0,0.1111,0
salaried,31,637,30618,207917,0,1.9,0,owned,21516,5269,0,0.0,0,0,0.0,0,none,gold,0.574,19,0.155,0.1,0.269,0.1252,0.7027,0.5659,0.8748,17.6713,0.0,0.0,1
self_employed,44,645,32718,387941,0,1.9,1,rent,19893,3050,115203,28.4,19240,26004,2.4,0,service,business,0.833,29,0.455,2.4,0.118,0.2988,0.608,0.9881,0.7012,10.1205,0.3927,0.167,0
salaried,34,644,38202,347795,0,0.5,2,rent,18336,1987,0,0.0,0,0,0.0,0,none,home,0.256,1,0.46,1.5,0.216,0.468,0.48,0.7587,0.532,13.1809,0.0,0.1284,0
salaried,33,800,66201,1370944,2,3.4,0,owned,36263,4441,0,0.0,0,0,0.0,0,none,gold,0.235,42,0.354,3.3,0.317,0.3851,0.5478,1.7257,0.6149,5.7946,0.0,0.0,0
salaried,49,582,15000,135942,0,0.9,0,rent,9809,1527,0,0.0,0,0,0.0,0,none,education,0.533,14,0.225,2.8,0.037,0.2443,0.6539,0.7552,0.7557,13.2409,0.0,0.1374,0
salaried,39,770,95595,1309525,0,0.7,5,rent,55420,22576,0,0.0,0,0,0.0,0,none,personal,0.159,16,0.223,8.8,0.388,0.1841,0.5797,1.1416,0.8159,8.76,0.0,0.1058,1
salaried,37,688,33376,368461,0,5.2,7,rent,20249,8156,0,0.0,0,0,0.0,0,none,home,0.735,73,0.139,3.5,0.11,0.1489,0.6067,0.92,0.8511,10.8699,0.0,0.0816,0
salaried,29,755,34405,1022009,1,1.4,0,owned,18563,2251,0,0.0,0,0,0.0,0,none,home,0.326,16,0.411,2.8,0.056,0.395,0.5395,2.4754,0.605,4.0397,0.0,0.0,0
self_employed,33,654,30261,624347,3,2.6,1,rent,11846,5301,351872,8.6,65597,110299,0.6,0,trading,education,0.763,27,0.477,0.6,0.6,0.4334,0.3915,1.7193,0.5666,5.8162,0.4999,0.1864,1
self_employed,49,763,47586,1298893,0,0.6,4,owned,31749,3504,215321,22.1,26321,27514,3.8,1,service,personal,0.312,8,0.266,3.8,0.472,0.2592,0.6672,2.2746,0.7408,4.3963,0.25,0.1222,0
salaried,36,781,41159,461296,0,0.5,5,rent,27771,4615,0,0.0,0,0,0.0,0,none,business,0.37,1,0.203,0.1,0.4,0.2131,0.6747,0.934,0.7869,10.707,0.0,0.0792,1
salaried,39,732,64774,758725,0,7.3,1,rent,39036,15794,0,0.0,0,0,0.0,0,none,home,0.401,96,0.102,1.7,0.152,0.1535,0.6026,0.9761,0.8465,10.2447,0.0,0.0522,0
self_employed,38,653,26242,274498,2,1.0,1,owned,11833,3645,144985,18.1,22864,48738,1.8,0,service,personal,0.339,10,0.435,1.8,0.333,0.4102,0.4509,0.8717,0.5898,11.472,0.4939,0.1577,1
self_employed,46,664,30873,347830,3,0.5,2,rent,16670,4535,108326,28.5,18191,26985,9.6,0,service,personal,0.483,5,0.277,9.6,0.493,0.3132,0.54,0.9389,0.6868,10.6511,0.417,0.1679,1
self_employed,38,756,11004,68024,0,2.8,1,rent,3608,2009,82123,13.4,12015,15356,3.9,0,manufacturing,education,0.5,32,0.468,3.9,0.532,0.4895,0.3279,0.5151,0.5105,19.412,0.3333,0.1463,0
self_employed,36,674,29686,314365,2,3.6,6,rent,14395,5860,288213,10.3,34826,95803,1.9,0,trading,home,0.411,40,0.197,1.9,0.378,0.3177,0.4849,0.8825,0.6823,11.3318,0.4532,0.1208,0
salaried,40,684,32292,336938,1,4.2,5,rent,15305,4992,0,0.0,0,0,0.0,0,none,vehicle,0.517,49,0.38,16.1,0.056,0.3715,0.474,0.8695,0.6285,11.5008,0.0,0.1063,0
salaried,28,820,51606,922435,1,5.5,0,owned,27856,6129,0,0.0,0,0,0.0,0,none,vehicle,0.361,62,0.444,0.2,0.102,0.3415,0.5398,1.4895,0.6585,6.7134,0.0,0.0,0
salaried,35,744,36201,643731,3,1.4,0,rent,20246,7434,0,0.0,0,0,0.0,0,none,vehicle,0.814,17,0.263,1.8,0.327,0.2354,0.5593,1.4818,0.7646,6.7483,0.0,0.1007,1
salaried,47,649,20354,228267,1,3.4,0,owned,11352,3089,0,0.0,0,0,0.0,0,none,business,0.691,38,0.244,5.6,0.193,0.2905,0.5577,0.9346,0.7095,10.7001,0.0,0.0,0
salaried,32,673,32969,468696,1,1.3,1,rent,21714,3604,0,0.0,0,0,0.0,0,none,personal,0.567,10,0.306,0.6,0.349,0.2321,0.6586,1.1847,0.7679,8.441,0.0,0.0201,1
self_employed,35,816,11738,91793,0,1.0,1,rent,4738,778,136486,8.6,16019,46053,3.2,1,trading,home,0.237,8,0.504,3.2,0.325,0.5301,0.4036,0.6517,0.4699,15.345,0.4548,0.1174,0
salaried,32,689,19969,192239,0,8.0,3,owned,10038,3806,0,0.0,0,0,0.0,0,none,home,0.724,89,0.222,0.2,0.054,0.3067,0.5027,0.8022,0.6933,12.4651,0.0,0.0,0
salaried,43,689,18778,244819,4,1.9,1,owned,13725,1839,0,0.0,0,0,0.0,0,none,business,0.371,27,0.153,0.1,0.132,0.1712,0.7309,1.0865,0.8288,9.2042,0.0,0.0,1
salaried,37,656,45120,733023,1,1.0,2,rent,18682,6548,0,0.0,0,0,0.0,0,none,business,0.314,21,0.478,7.8,0.176,0.4408,0.4141,1.3538,0.5592,7.3864,0.0,0.0844,0
salaried,52,565,32531,805871,0,0.5,2,owned,15303,5358,0,0.0,0,0,0.0,0,none,education,0.688,7,0.363,3.3,0.22,0.3649,0.4704,2.0644,0.6351,4.8441,0.0,0.0,0
salaried,42,691,37727,465500,3,2.4,1,rent,20984,4845,0,0.0,0,0,0.0,0,none,home,0.2,28,0.285,0.1,0.269,0.3154,0.5562,1.0282,0.6846,9.7255,0.0,0.1309,0
salaried,41,722,15312,82040,0,0.5,0,rent,6175,2812,0,0.0,0,0,0.0,0,none,vehicle,0.269,8,0.376,12.1,0.083,0.4131,0.4033,0.4465,0.5869,22.3969,0.0,0.0056,1
self_employed,31,707,69638,1535584,2,2.0,2,owned,44667,9485,326939,21.3,30548,42571,1.1,0,service,business,0.319,25,0.211,1.1,0.35,0.2224,0.6414,1.8376,0.7776,5.4419,0.2236,0.0934,0
self_employed,37,665,11965,105228,0,0.5,7,owned,6482,1236,95721,12.5,4978,18670,5.7,1,trading,gold,0.446,1,0.326,5.7,0.6,0.355,0.5417,0.7329,0.645,13.6447,0.2471,0.052,1
self_employed,34,642,75803,681785,1,1.7,3,owned,38916,4453,205429,36.9,39300,23742,2.5,1,service,vehicle,0.473,21,0.38,2.5,0.515,0.4279,0.5134,0.7495,0.5721,13.342,0.3069,0.1913,0
salaried,46,713,15000,159174,0,0.5,0,owned,8549,2186,0,0.0,0,0,0.0,0,none,personal,0.478,4,0.274,6.1,0.154,0.2843,0.5699,0.8843,0.7157,11.3084,0.0,0.0,1
salaried,40,726,24853,183104,0,9.2,0,rent,13831,6195,0,0.0,0,0,0.0,0,none,home,0.27,111,0.083,3.5,0.361,0.1942,0.5565,0.614,0.8058,16.2878,0.0,0.0889,0
salaried,23,656,71999,1156176,1,3.0,0,owned,29089,13628,0,0.0,0,0,0.0,0,none,home,0.65,41,0.48,3.0,0.044,0.4067,0.404,1.3382,0.5933,7.4728,0.0,0.0,1
salaried,26,755,41464,465489,0,5.8,1,rent,23396,6325,0,0.0,0,0,0.0,0,none,personal,0.662,59,0.208,6.0,0.132,0.2832,0.5642,0.9355,0.7168,10.6891,0.0,0.0699,0
salaried,35,539,64898,1158364,0,9.2,2,rent,28622,3655,0,0.0,0,0,0.0,0,none,home,0.683,108,0.495,0.9,0.065,0.5027,0.441,1.4874,0.4973,6.7231,0.0,0.0987,0
self_employed,39,613,16233,256170,1,1.3,1,owned,10950,1926,65989,24.6,8108,19193,4.2,1,manufacturing,education,0.323,16,0.201,4.2,0.496,0.2068,0.6746,1.3151,0.7932,7.6042,0.4137,0.1229,0
salaried,54,732,23192,122808,0,0.5,3,rent,13655,1320,0,0.0,0,0,0.0,0,none,vehicle,0.317,13,0.442,6.8,0.4,0.3543,0.5888,0.4413,0.6457,22.6617,0.0,0.1429,0
self_employed,21,727,20131,253924,0,1.0,1,owned,13941,1869,157272,12.8,28461,51944,12.3,1,trading,home,0.14,1,0.187,12.3,0.348,0.2146,0.6925,1.0511,0.7854,9.5136,0.5112,0.181,0
self_employed,38,676,23123,343902,0,7.6,0,owned,13675,1296,97564,23.7,18666,20269,15.3,1,service,home,0.519,109,0.299,15.3,0.457,0.3525,0.5914,1.2394,0.6475,8.0685,0.3991,0.1913,0
self_employed,37,643,7098,87881,0,0.5,3,owned,4506,1171,51811,13.7,5554,15649,3.1,1,trading,gold,0.184,7,0.144,3.1,0.338,0.2002,0.6348,1.0318,0.7998,9.6922,0.4092,0.1072,0
self_employed,32,737,13300,89987,0,1.9,0,rent,7969,1098,50000,26.6,5453,12509,0.9,0,service,vehicle,0.686,24,0.265,0.9,0.454,0.3183,0.5992,0.5638,0.6817,17.7359,0.3592,0.1091,1
self_employed,50,592,12607,168109,0,5.0,1,rent,4188,674,129965,9.7,10875,19037,5.9,1,trading,education,0.657,65,0.588,5.9,0.142,0.6143,0.3322,1.1112,0.3857,8.9992,0.2302,0.0837,0
salaried,37,656,52752,439075,0,2.7,1,rent,23297,12518,0,0.0,0,0,0.0,0,none,personal,0.95,29,0.27,1.3,0.136,0.3211,0.4416,0.6936,0.6789,14.4172,0.0,0.1022,0
self_employed,38,647,13350,102966,1,0.7,0,owned,5932,2183,50000,26.7,3432,17350,7.7,0,service,education,0.228,1,0.322,7.7,0.584,0.3921,0.4443,0.6427,0.6079,15.5585,0.4156,0.0686,1
self_employed,30,780,37342,179374,0,2.3,7,rent,13788,3519,168970,22.1,19712,51470,8.4,0,manufacturing,business,0.461,31,0.521,8.4,0.426,0.5365,0.3692,0.4003,0.4635,24.9815,0.4213,0.1167,0
salaried,26,774,20433,171826,0,0.9,8,owned,10089,3627,0,0.0,0,0,0.0,0,none,education,0.123,8,0.361,2.6,0.055,0.3287,0.4938,0.7008,0.6713,14.27,0.0,0.0,1
self_employed,27,696,16032,181678,0,1.4,0,rent,6961,987,125251,12.8,9127,37963,6.0,0,trading,personal,0.593,21,0.449,6.0,0.207,0.5042,0.4342,0.9444,0.4958,10.5893,0.376,0.0729,0
salaried,33,740,41718,847125,0,0.5,3,rent,28928,8572,0,0.0,0,0,0.0,0,none,business,0.436,1,0.095,1.6,0.145,0.1011,0.6934,1.6922,0.8989,5.9096,0.0,0.036,1
salaried,28,714,49362,1447962,0,1.2,2,owned,25459,6822,0,0.0,0,0,0.0,0,none,education,0.499,18,0.328,1.3,0.101,0.346,0.5158,2.4445,0.654,4.0909,0.0,0.0,0
salaried,28,681,41414,188387,0,4.2,0,rent,23134,2300,0,0.0,0,0,0.0,0,none,business,0.417,60,0.386,7.5,0.124,0.3859,0.5586,0.3791,0.6141,26.3802,0.0,0.0496,0
self_employed,32,778,27869,588123,0,0.5,1,owned,18948,5506,128429,21.7,25613,36651,11.2,1,manufacturing,personal,0.142,5,0.16,11.2,0.29,0.1225,0.6799,1.7586,0.8775,5.6864,0.4848,0.1994,0
self_employed,28,645,11657,95377,0,2.7,0,owned,6561,1562,115418,10.1,15567,24152,0.5,1,trading,personal,0.733,34,0.321,0.5,0.451,0.3032,0.5628,0.6818,0.6968,14.6664,0.3441,0.1349,0
salaried,23,666,15000,254133,2,3.0,4,rent,6890,1170,0,0.0,0,0,0.0,0,none,business,0.544,37,0.386,1.9,0.015,0.4627,0.4593,1.4119,0.5373,7.0829,0.0,0.1287,0
salaried,31,546,51929,510243,0,0.7,3,owned,35779,7323,0,0.0,0,0,0.0,0,none,home,0.936,4,0.178,2.1,0.099,0.17,0.689,0.8188,0.83,12.2128,0.0,0.0,0
salaried,39,567,15000,235078,0,5.3,3,owned,8239,1028,0,0.0,0,0,0.0,0,none,personal,0.664,65,0.291,7.4,0.149,0.3822,0.5493,1.306,0.6178,7.657,0.0,0.0,0
self_employed,45,577,13750,666762,0,7.7,0,rent,5110,1308,50000,27.5,3049,8558,2.7,0,manufacturing,personal,0.613,90,0.527,2.7,0.6,0.5332,0.3716,4.041,0.4668,2.4746,0.2321,0.061,0
salaried,34,792,28821,274894,0,5.7,1,owned,15766,6049,0,0.0,0,0,0.0,0,none,education,0.168,77,0.209,0.8,0.015,0.2431,0.547,0.7948,0.7569,12.5813,0.0,0.0,0
salaried,34,730,121050,2356655,1,12.6,1,owned,59828,26673,0,0.0,0,0,0.0,0,none,gold,0.473,153,0.228,0.7,0.05,0.2854,0.4942,1.6224,0.7146,6.1638,0.0,0.0,0
self_employed,49,688,22025,134464,0,1.8,0,owned,6614,2241,176203,12.5,20976,40073,0.8,1,trading,business,0.322,23,0.6,0.8,0.251,0.598,0.3003,0.5088,0.402,19.6558,0.3465,0.119,0
self_employed,26,573,15949,491749,2,5.1,3,owned,9490,2349,79349,20.1,8373,17682,0.5,1,service,vehicle,0.58,54,0.203,0.5,0.448,0.2577,0.595,2.5694,0.7423,3.892,0.3284,0.1055,1
salaried,43,697,45004,896351,0,8.8,0,rent,19968,4279,0,0.0,0,0,0.0,0,none,business,0.152,101,0.522,1.6,0.23,0.4612,0.4437,1.6598,0.5388,6.025,0.0,0.006,0
salaried,38,719,85446,940850,0,16.1,2,owned,48126,11697,0,0.0,0,0,0.0,0,none,personal,0.715,199,0.247,6.4,0.209,0.2999,0.5632,0.9176,0.7001,10.8981,0.0,0.0,0
salaried,42,780,90381,848723,2,0.5,0,owned,44395,17688,0,0.0,0,0,0.0,0,none,business,0.075,7,0.35,2.0,0.4,0.3131,0.4912,0.7825,0.6869,12.7789,0.0,0.0,1
self_employed,41,681,13177,322007,0,6.4,5,owned,4439,806,105417,12.5,12698,13453,10.4,1,manufacturing,education,0.232,68,0.6,10.4,0.491,0.602,0.3369,2.0364,0.398,4.9106,0.2481,0.1205,0
salaried,29,547,21438,348496,0,6.0,0,owned,12672,5226,0,0.0,0,0,0.0,0,none,personal,0.695,70,0.107,2.6,0.143,0.1651,0.5911,1.3547,0.8349,7.3819,0.0,0.0,0
self_employed,39,682,7627,202956,0,6.2,0,owned,2536,1080,58220,13.1,4820,18028,1.9,0,manufacturing,business,0.426,74,0.5,1.9,0.375,0.5259,0.3325,2.2175,0.4741,4.5095,0.3924,0.0828,0
salaried,34,589,69472,2089064,0,3.6,5,rent,27691,13877,0,0.0,0,0,0.0,0,none,personal,0.772,35,0.425,1.8,0.145,0.4017,0.3986,2.5059,0.5983,3.9906,0.0,0.1262,0
salaried,42,819,56353,448162,0,9.1,0,owned,27147,12615,0,0.0,0,0,0.0,0,none,personal,0.625,109,0.255,0.9,0.091,0.2944,0.4817,0.6627,0.7056,15.0891,0.0,0.0,0
self_employed,28,741,17898,86261,1,0.5,0,rent,9072,2967,142047,12.6,25499,25676,0.7,1,trading,vehicle,0.72,6,0.27,0.7,0.28,0.3274,0.5069,0.4016,0.6726,24.8984,0.3603,0.1795,0
salaried,44,627,36692,492710,0,8.8,0,owned,21013,2432,0,0.0,0,0,0.0,0,none,home,0.279,106,0.354,4.2,0.069,0.361,0.5727,1.119,0.639,8.9364,0.0,0.0,0
salaried,43,663,79693,763436,0,0.9,3,rent,54258,15005,0,0.0,0,0,0.0,0,none,personal,0.447,15,0.085,2.5,0.027,0.1309,0.6808,0.7983,0.8691,12.5265,0.0,0.1264,0
salaried,23,732,35468,181589,0,3.0,0,rent,27010,2192,0,0.0,0,0,0.0,0,none,vehicle,0.624,34,0.238,3.0,0.264,0.1767,0.7615,0.4266,0.8233,23.4384,0.0,0.0388,1
self_employed,38,694,11400,215171,0,1.9,1,rent,4490,977,50000,22.8,8690,9527,1.4,0,service,home,0.543,19,0.559,1.4,0.498,0.5204,0.3939,1.5729,0.4796,6.3577,0.3643,0.1738,0
self_employed,31,499,24102,232404,1,5.5,1,rent,8781,4736,142613,16.9,8150,45321,0.5,1,manufacturing,personal,0.669,64,0.384,0.5,0.364,0.4392,0.3643,0.8035,0.5608,12.4449,0.3749,0.0571,0
self_employed,29,603,30636,740932,3,2.7,2,rent,17564,4626,257449,11.9,35918,37196,8.9,0,trading,home,0.638,25,0.333,8.9,0.37,0.2757,0.5733,2.0154,0.7243,4.9618,0.284,0.1395,1
salaried,38,586,35311,126779,0,1.8,2,owned,25716,3575,0,0.0,0,0,0.0,0,none,education,0.86,25,0.105,6.7,0.277,0.1705,0.7283,0.2992,0.8295,33.4229,0.0,0.0,0
salaried,21,659,50168,1744210,0,1.0,3,rent,26108,10424,0,0.0,0,0,0.0,0,none,education,0.403,19,0.285,1.0,0.068,0.2718,0.5204,2.8973,0.7282,3.4515,0.0,0.0553,0
self_employed,22,582,27386,274351,0,2.0,4,owned,11983,2811,75862,36.1,14263,22255,0.5,0,service,personal,0.589,19,0.457,0.5,0.362,0.4598,0.4376,0.8348,0.5402,11.9785,0.4814,0.188,0
salaried,34,614,16121,279109,0,4.3,1,owned,10521,1326,0,0.0,0,0,0.0,0,none,personal,0.48,42,0.3,2.2,0.228,0.2651,0.6526,1.4428,0.7349,6.9311,0.0,0.0,1
salaried,36,581,25120,922834,4,7.7,1,owned,13710,5444,0,0.0,0,0,0.0,0,none,gold,0.792,97,0.156,5.1,0.212,0.2375,0.5458,3.0614,0.7625,3.2665,0.0,0.0,1
salaried,40,688,56325,369117,0,2.7,5,rent,33065,11831,0,0.0,0,0,0.0,0,none,home,0.713,30,0.147,0.1,0.225,0.2029,0.587,0.5461,0.7971,18.3113,0.0,0.1182,0
salaried,35,759,116241,2063522,2,2.5,0,rent,64069,17288,0,0.0,0,0,0.0,0,none,vehicle,0.058,26,0.197,2.1,0.338,0.3001,0.5512,1.4793,0.6999,6.7598,0.0,0.0907,0
salaried,27,726,60104,416169,3,6.9,0,rent,25486,4479,0,0.0,0,0,0.0,0,none,business,0.344,91,0.517,0.6,0.194,0.5014,0.424,0.577,0.4986,17.3307,0.0,0.0153,0
salaried,21,749,124261,3476085,0,1.0,3,rent,87984,10965,0,0.0,0,0,0.0,0,none,personal,0.491,10,0.254,1.0,0.258,0.2037,0.7081,2.3312,0.7963,4.2897,0.0,0.0289,1
salaried,44,712,22132,215988,0,5.0,0,rent,13092,2247,0,0.0,0,0,0.0,0,none,home,0.151,67,0.349,0.2,0.19,0.3069,0.5915,0.8133,0.6931,12.2962,0.0,0.0845,0
salaried,46,586,86905,796744,0,1.5,3,owned,46063,19985,0,0.0,0,0,0.0,0,none,education,0.727,19,0.218,9.6,0.17,0.24,0.53,0.764,0.76,13.089,0.0,0.0,1
self_employed,21,709,41158,311731,1,1.0,0,owned,15564,6028,187934,21.9,21113,21284,2.1,1,manufacturing,personal,0.239,23,0.441,2.1,0.466,0.4754,0.3782,0.6312,0.5246,15.8437,0.2256,0.1123,0
salaried,26,688,80963,764109,0,1.8,1,rent,41700,12508,0,0.0,0,0,0.0,0,none,personal,0.524,23,0.348,4.6,0.297,0.3305,0.5151,0.7865,0.6695,12.7149,0.0,0.1356,0
self_employed,32,634,14500,110026,0,0.7,6,owned,6626,1787,50000,29.0,3536,14865,0.5,0,service,business,0.853,13,0.342,0.5,0.477,0.4198,0.457,0.6323,0.5802,15.8144,0.368,0.0707,0
